Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Montenegro,MNE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,83.23545837,,,,,,,,,,97.77604675,,,,,,,,,,,,96.31887054,,,,,,,,97.50051117,,,,,,,98.27134705,,,98.54000092
Mongolia,MNG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.52880096,,,,,,,,,,98.33663177,,,,,,,,,,99.24108887,
Northern Mariana Islands,MNP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,12.09652996,,,,,,,,,,,,,,,,,24.96419907,,,,,,33.19395828,,,,,,36.45227814,,,,,,43.06246185,,50.29513931,,,,53.79999924
Mauritania,MRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4173584,,,,,,,35.34843063,,,,,,56.59244156,,,,43.35438919,,,,62.16999817
Mauritius,MUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.66088867,,,,,,,,,,80.50003052,,,,,,,,,,,86.65807343,88.97934723,89.05094147,90.28331757,90.65402222,90.98055267,,,,,90.45999908
Malawi,MWI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5230217,,,,,,,,,,,53.9971199,,,,,,,,,,,,51.25196838,,,,55.13098907,55.20410919,,,,,,63.68999863
Malaysia,MYS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,61.24850082,,,,,,,,,,,77.28308868,,,,,,,,,85.35421753,,,,,,,,,,90.74768066,,,,,,93.36942291,93.55406952,93.50482941,93.64668274,,
North America,NAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.47921753,98.4943924,98.50692749,,,,,,,,,,,,,,,,
Namibia,NAM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.98660278,,,,,,,,,,83.54032135,,,,,,78.35098267,,,,87.95105743,,,,,,,91.43643188,,,92.33000183
New Caledonia,NCL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,90.31079102,,,,,,,,,,,,,92.07344055,,,,,,,95.46530151,,,,,,,,,,96.90000153,,,,,,,,97.5,,,,,,,
Niger,NER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.399350166,,,,15.08413982,,,,,,,22.55129051,,,,,,26.64999962,,,28.96999931
Nigeria,NGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72919846,,,,,,,,,,,,43.32204819,,,64.25449371,,41.38676071,,,,,,,,,,52.65647888,,,
Nicaragua,NIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.60166168,,,,77.91603851,,,,,,,,,,82.77935028,,,,,,
Netherlands,NLD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,9.153120041,,,,,,,,,,17.38179016,,,,,,,,,,34.88676071,,,,,,,,,,48.83758926,,,,,,,59.72443008,,,63.33000183
Nauru,NRU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.53170776,,,,,80.87226105,,81.80323029,,,,88.92669678,86.03720856,90.94416046,92.2256012,92.69399261,,,
Other small states,OSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,68.03352356,68.21520996,68.38227844,68.60217285,69.00357056,69.89598846,70.40241241,70.73026276,71.097229,71.54606628,72.19207001,72.3248291,72.75077057,73.43399048,74.05680847,74.85404968,75.50137329,75.58763123,76.11723328,76.98253632,77.76064301,78.17507172,78.79409027,78.55402374,77.78069305,78.92037201,78.05721283,78.36479187,78.94538879,79.40116119,79.85211945,80.37145996,81.1427002,81.5475235,81.74362946,82.04911804,82.38237762,82.72231293,
Pakistan,PAK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,14.77155018,,,,,,,,,,,,,,,,,29.04384041,,,,,,,35.36751938,39.61323166,38.45775986,40.08118057,40.31462097,41.01552963,41.97539139,43.07189178,41.97494125,44.28342056,,,46.46767044,45.39839935,46.49003983,,
Panama,PAN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,88.04653168,,,,,,,,,,88.21485138,,,,,,,,,,91.24717712,,,,,,,,,,93.48526001,,,,,,,,94.8817215,95.35887909,,
Peru,PER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,73.8583374,,,,,,,,,,,,81.65875244,,,,,,,,,,,82.06262207,82.45436859,83.45487213,84.6468811,,,,,90.66883087,,90.4491806,91.24652863,91.18852997,91.27012634,91.70310974,,92.01902771,
Philippines,PHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,82.76215363,,,,,,,,,,93.18071747,,,,94.53865051,,,,,,92.65490723,,,93.56452942,,,,,95.82563019,,,,,96.78736115,,98.24175262,,,,96.85243225,,
Palau,PLW,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,90.50324249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52793884,,96.34014893,,,,,,
Papua New Guinea,PNG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91773987,,,,,,,,,,57.90000153,,,,,,,,,,,
Poland,POL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,98.25198364,,,,,,,,,,98.25198364,,,,,,,,,,98.25198364,,,,,,,,,,98.25198364,,,,,,,,,,,,,99.80000305
Pre-demographic dividend,PRE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,35.69824982,36.57437897,37.37527847,38.12771988,38.93387985,39.99427032,39.98743057,40.69393921,41.40258026,42.00484085,42.91725159,44.07102966,44.77331161,45.69258118,43.85329819,44.87459183,45.62371826,46.38591003,47.10654068,46.73553848,49.50883865,44.72848129,44.99354172,44.13072968,44.97719955,47.12781906,49.81529999,50.54333878,51.86956024,51.24486923,53.80368042,55.13457108,55.2462883,55.87903976,56.38999176,
Puerto Rico,PRI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,85.8503418,,,,,,,,,,89.73095703,,,,,,,,,,,,,,,,,,,,92.53015137,,,,,,,92.39002228,,,,92.40000153
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.997612,,,,,,,,,,99.997612,,,
Portugal,PRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,74.60798645,,,,,,,,,,84.65821075,,,,,,,,,,,,,,,,,,,,92.86077118,,,,,,,95.0725174,,,95.91999817
Paraguay,PRY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,75.85298157,,,,,,,,,,88.55870819,,,,,,,,,,,,,,,93.45326996,92.49443054,93.14401245,92.9257431,,93.58785248,94.46626282,94.21479797,94.87442017,93.83505249,,93.53170776,92.6553421,94.18141174,
West Bank and Gaza,PSE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.76364136,,,,,,,88.76574707,,89.75801086,90.34676361,90.75170135,91.4814682,91.84744263,92.24562073,93.21846008,93.77192688,94.09632874,94.53014374,94.88633728,95.28157806,95.74188995,95.91488647,96.20166779,
Pacific island small states,PSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2338562,84.23747253,84.49852753,84.7647171,85.03365326,85.28679657,85.50803375,85.73783112,85.96296692,86.1726532,86.37767792,86.59182739,86.79395294,86.96797943,87.15146637,87.32079315,87.46537781,87.60037231,87.74636841,87.88760376,88.03444672,88.12277985,88.1888504,88.24703979,88.26081085,88.2827301,88.34385681,88.40740967,88.47853851,88.55914307,88.64797974,
Post-demographic dividend,PST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,72.45894623,,,,,,,,,,,80.8886795,,,,,,,86.71118164,,,90.43611908,89.13771057,90.15306854,91.89582062,90.24652863,90.8117218,91.72962952,92.45240021,,94.20703888,94.7115097,,,,
Romania,ROU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9826889,,,,,,,,,,96.26631927,,,,,,,,,98.20520782,,,,,,,98.59976959,,,98.69999695
Russian Federation,RUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.75817108,,,,,,,,,,,,,99.22836304,,,,,,,,99.64778137,,,,,,,,99.73410797,,99.69999695,
Rwanda,RWA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,26.57357979,,,,,,,,,,,,,,,,,,,,,,59.75033951,,,,,,,,,,61.54861069,,64.66448975,,66.13744354,,,,69.39453888,,,73.30000305
South Asia,SAS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,21.42671967,21.43680954,22.17178917,22.92134094,23.67721939,24.42233086,24.65538025,25.91279984,26.70421982,27.50632095,28.32025909,29.14460945,29.98073959,29.95940971,30.87265968,31.76827049,32.43220139,33.55210876,34.4680481,35.39757156,36.35200882,37.32849884,38.31335068,42.88901138,43.89770889,44.92531967,45.70838928,46.95975876,47.82735825,48.85565948,48.04478073,49.3273201,49.8711319,51.67853165,52.69766998,55.72140884,56.83430862,57.46401978,58.45127106,59.46123123,60.55344009,62.13645172,63.05147171,63.58428955,64.48423767,65.20503235,
Saudi Arabia,SAU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.27783966,,,,,,,,69.2911911,,,,76.3351593,,,,,,,,,91.36924744,,,,92.7071991,,,96.04924774,
Sudan,SDN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.14640045,,,,,,,,46.69963074,,,,,,,,,,56.06322861,,,
Senegal,SEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.86326981,,,,,,,,,,,,,,29.24733925,,,,32.98757935,,,37.42441177,,40.25495148,,33.76036072,,,,39.7985611,,,,45.40000153
Singapore,SGP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,73.96853638,,,,,,,,,,83.02684784,,,,,,,,,,88.64517975,,,,,,,,,,93.77481079,94.06833649,94.35958862,94.64186859,94.91132355,95.19065094,95.44789124,95.68946838,95.91941071,96.134758,95.82546997,
Solomon Islands,SLB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,69,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15892982,,,,,,,,,24.85667992,,,,,34.85203171,,,40.09999847
El Salvador,SLV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.28053284,,,,,,,,,,,,,,81.00382233,79.66213226,81.35949707,81.81794739,82.30802155,83.01564026,,84.67034912,,86.21710205,86.32642365,86.67363739,87.23413849,87.31858826,88.54152679,
San Marino,SMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,3.687170029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.06828308,,,,,,,,96.74910736,,,,,98.22827911,,,99.11560822,,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,38.20022964,38.63214874,39.39635849,40.1036911,40.67573929,41.49021912,42.28504944,42.54872131,43.27762985,44.1833992,44.69902039,45.58105087,46.66508102,47.37825012,48.25973129,46.84162903,47.85984039,47.89263916,48.63446045,49.93243027,49.18856812,51.56906128,48.47446823,48.83129883,49.50825119,50.25471878,52.17887115,53.55467987,54.5175209,55.36783981,56.21654129,57.19823074,57.7600708,59.50555038,60.49898148,60.87902069,
South Sudan,SSD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.18638039,,,,,,,,,,28.86425972,,,
Sub-Saharan Africa,SSF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,38.20877838,38.64054108,39.40446854,40.11159897,40.68344879,41.49771118,42.29249954,42.55615997,43.28503036,44.1906395,44.7062912,45.58818817,46.67203903,47.38510132,48.26644135,46.84864044,47.86679077,47.89962006,48.64146042,49.93925858,49.19551086,51.57551956,48.48125076,48.83784866,49.51454926,50.26076889,52.18458939,53.56013107,54.52276993,55.3728981,56.22140884,57.20289993,57.76459122,59.50978851,60.50302124,60.88293839,
Small states,SST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,74.67006683,74.89176941,75.46560669,75.78127289,75.99636841,76.2350769,76.55696106,77.01821899,77.12299347,77.48274994,78.0089035,78.48976898,79.10391235,79.50747681,79.74076843,80.19046783,80.85357666,81.45205688,81.78954315,82.27720642,82.12985992,81.71298218,82.55854034,81.96710205,82.18850708,82.6004715,82.86444855,83.10227203,83.46276093,84.03611755,84.33350372,84.47711945,84.70066833,84.9453125,85.19567871,
Sao Tome and Principe,STP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,42.36338043,,,,,,,,,,61.92047882,,,,,,,,,,77.94922638,,,,,,,60.0830307,,,,85.4417038,,,,,,89.51573181,,,91.09999847
Suriname,SUR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1974411,,,,93.76537323,,94.00354004,,90.99790955,,,,,,92.71205902,,,93.40000153
Slovak Republic,SVK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.45375061,,,,,,,,,,99.59999847,,,99.59999847,,,,,,,,,,99.59999847,,,,,,,
Sweden,SWE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,53.6659584,,,,,,,,,,65.2228775,,,,,,,,,,,,,,80.32875061,,,,,,,,,,82.44754791,,,,,,,,88.54268646,,89.47000122,
Sint Maarten (Dutch part),SXM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.48930359,,,,,,,88.58660126,,,,,,,,92.2589798,,,,,,,,94.44898224,,,,,,,,96.35019684,,96.69999695,
Syrian Arab Republic,SYR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,37.05915833,,,,,,,,,,,,,,,,,,,,,74.24044037,,73.6265564,,,,,,,,,,80.90000153,,,,,,,
Turks and Caicos Islands,TCA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.591829777,,,,,,,12.7964201,,,,17.98057938,,,,,,,,,,,13.93340969,13.95522976,,,,,18.22999954
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,49.44564056,49.68320847,51.14279938,52.62586975,53.46725082,55.63368988,56.80347824,58.5550499,59.97866058,61.33847046,62.49604034,64.02337646,69.97149658,70.98119354,71.10038757,72.70211029,73.50731659,74.28897095,75.12042999,75.94425201,76.67392731,84.87593079,85.40209961,85.87294006,86.25647736,86.92228699,87.46618652,88.02954865,88.50392914,89.00137329,89.51551819,91.14383698,91.49453735,91.99247742,92.15248871,92.01792145,92.31719208,92.44946289,93.05409241,93.29357147,93.53482819,93.795578,93.95825958,94.46041107,94.69299316,
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,92.09499359,92.8866806,93.08130646,93.20681763,93.38031769,93.58335876,93.68611908,93.8780899,94.01197052,94.18360138,94.3551712,94.52651215,94.70128632,94.95571899,95.12049866,95.60073853,95.70301056,95.72052002,95.82279205,95.94190216,96.03639984,96.23882294,96.47174835,96.43328094,96.56945038,96.62207031,97.3911972,97.7815094,98.11386871,98.29302216,98.36312866,98.40467072,98.4446106,98.61129761,98.60904694,98.67292023,98.76065826,98.81121063,
Togo,TGO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.45328903,,,,,,44.37662888,,,43.60689926,,47.97739029,,,,51.24177933,,,,55.05149841,,
Thailand,THA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,83.89334869,,,,,,,,,,,,,,,,,,,,90.51602173,,,,,91.52957153,,,,,96.42704773,,,92.24916077,,91.19193268,,,92.42855835,,,92.80000305
Tajikistan,TJK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.64179993,,,,,,,,,,,99.22122955,,,,,,,,,,99.59999847,,,,99.69999695,,,,,,,
Turkmenistan,TKM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.26177216,,,,,,,,,,99.19999695,,,,,,,,,99.59999847,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,75.17131805,75.17719269,75.62962341,76.14434052,76.70864105,77.22956848,77.82910156,78.24537659,78.74684143,79.25765991,79.75765991,80.24282074,80.72109222,80.99662018,81.61335754,82.18157959,82.69335938,83.27763367,83.97392273,84.66914368,85.25234222,85.89415741,86.29414368,86.60827637,87.17809296,87.54598999,87.87966919,87.90779877,88.09526825,88.92513275,88.93602753,89.47556305,89.28626251,90.10050201,90.3657608,90.64492798,90.80010223,91.35565948,91.6789093,91.75357819,92.24997711,92.3971405,92.87599945,92.93730164,93.14082336,93.57817078,93.60381317,
Timor-Leste,TLS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,42.5,,,52.95899963,,,,,,,,64.2109375,,66.5,
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,24.45544052,24.95874977,25.47541046,26.03792,26.83345985,27.26239014,28.02940941,28.84199905,29.73485947,30.63595963,31.61560059,32.7730217,33.98714828,35.12683105,36.47406006,37.52643967,38.80321884,40.07041931,43.06932831,44.60746002,45.83113861,46.41902161,47.77727127,49.76723862,51.58866119,52.64698029,54.04811859,55.41503143,56.71805954,58.04261017,58.39329147,61.70397186,62.93534851,62.70019913,63.62622833,63.99407959,64.82689667,64.88967133,66.00919342,66.28398132,69.23664856,68.45404053,70.06484985,68.9901123,70.35301971,72.08432007,68.8640213,69.33123779,69.79528046,
Tonga,TON,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,99.52552795,,,,,,,,,,,,,,,,,,,,98.97554779,,,,,,,,,,99.0825119,,,,,99.43421936,,,,,,,99.47502899,,,99.5
South Asia (IDA & IBRD),TSA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,21.42671967,21.43680954,22.17178917,22.92134094,23.67721939,24.42233086,24.65538025,25.91279984,26.70421982,27.50632095,28.32025909,29.14460945,29.98073959,29.95940971,30.87265968,31.76827049,32.43220139,33.55210876,34.4680481,35.39757156,36.35200882,37.32849884,38.31335068,42.88901138,43.89770889,44.92531967,45.70838928,46.95975876,47.82735825,48.85565948,48.04478073,49.3273201,49.8711319,51.67853165,52.69766998,55.72140884,56.83430862,57.46401978,58.45127106,59.46123123,60.55344009,62.13645172,63.05147171,63.58428955,64.48423767,65.20503235,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,38.20877838,38.64054108,39.40446854,40.11159897,40.68344879,41.49771118,42.29249954,42.55615997,43.28503036,44.1906395,44.7062912,45.58818817,46.67203903,47.38510132,48.26644135,46.84864044,47.86679077,47.89962006,48.64146042,49.93925858,49.19551086,51.57551956,48.48125076,48.83784866,49.51454926,50.26076889,52.18458939,53.56013107,54.52276993,55.3728981,56.22140884,57.20289993,57.76459122,59.50978851,60.50302124,60.88293839,
Trinidad and Tobago,TTO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,93.46417236,,,,,,,,,,95.66178894,,,,,,,,,,97.09999847,,,,,,,,,,98.30000305,,,,,,,,,,,
